user_id,ts,platform,posts,likes,friends,violations,joined_days
U0148,2025-08-04T06:10:52.833791,tiktok,2,34,581,1,2002
U0148,2025-07-28T08:13:27.833791,zalo,1,26,581,1,1497
U0148,2025-07-26T17:16:48.833791,tiktok,3,33,581,1,2119
U0148,2025-06-08T00:32:40.833791,instagram,1,14,581,1,1370
U0148,2025-06-24T07:47:17.833791,tiktok,1,43,581,1,471
U0148,2025-07-03T15:08:54.833791,tiktok,2,33,581,1,659
U0148,2025-07-23T23:55:09.833791,instagram,0,49,581,1,787
U0148,2025-08-28T23:49:08.833791,tiktok,2,27,581,1,2059
U0148,2025-08-19T13:40:06.833791,tiktok,0,32,581,1,2300
U0148,2025-06-08T03:50:51.833791,tiktok,1,46,581,1,446
U0149,2025-07-25T12:20:28.833791,facebook,2,37,563,0,898
U0149,2025-08-04T11:12:28.833791,tiktok,1,17,563,0,1563
U0149,2025-08-07T13:48:40.833791,zalo,0,14,563,0,1874
U0149,2025-06-13T21:36:56.833791,facebook,1,18,563,0,779
U0149,2025-08-27T08:14:56.833791,x,0,24,563,0,1272
U0149,2025-06-22T15:39:12.833791,zalo,3,26,563,0,561
U0149,2025-07-01T03:04:54.833791,facebook,1,19,563,0,863
U0149,2025-07-12T20:56:05.833791,facebook,1,22,563,0,2424
U0149,2025-06-16T10:15:39.833791,instagram,0,28,563,0,567
U0149,2025-07-19T13:12:06.833791,tiktok,0,29,563,0,2145
U0149,2025-07-06T22:27:57.833791,x,0,22,563,0,1234
U0149,2025-08-12T18:01:36.833791,x,0,32,563,0,951
U0150,2025-08-25T06:03:15.833791,instagram,1,15,296,1,1376
U0150,2025-08-26T19:57:35.833791,zalo,1,0,296,1,738
U0150,2025-08-18T20:40:22.833791,instagram,1,18,296,1,200
U0150,2025-08-05T18:06:59.833791,facebook,0,28,296,1,214
U0150,2025-06-15T09:13:46.833791,tiktok,0,0,296,1,1352
U0150,2025-08-10T17:41:29.833791,x,0,19,296,1,267
U0150,2025-08-24T15:22:28.833791,instagram,1,0,296,1,2116
U0150,2025-08-12T09:39:32.833791,facebook,1,31,296,1,1676
U0150,2025-08-18T18:58:06.833791,facebook,0,40,296,1,1712
U0150,2025-06-25T02:50:31.833791,instagram,1,30,296,1,2460
U0150,2025-08-03T21:41:39.833791,tiktok,0,38,296,1,2200
U0150,2025-06-15T03:03:23.833791,x,2,34,296,1,164
U0150,2025-08-08T16:33:42.833791,x,4,27,296,1,1903
U0150,2025-08-10T15:24:37.833791,facebook,0,11,296,1,2299
U0150,2025-07-13T15:10:12.833791,x,2,26,296,1,1440
U0150,2025-06-30T08:39:39.833791,zalo,1,21,296,1,2421
U0150,2025-06-28T23:54:23.833791,instagram,2,44,296,1,283
U0150,2025-07-02T07:01:31.833791,x,1,8,296,1,2139
U0150,2025-06-22T19:38:53.833791,x,2,11,296,1,530
U0150,2025-06-07T01:56:27.833791,facebook,1,19,296,1,238
U0151,2025-06-30T14:54:40.833791,facebook,2,40,320,1,1314
U0151,2025-07-02T08:09:41.833791,x,0,48,320,1,1739
U0151,2025-06-02T21:04:04.833791,instagram,2,12,320,1,1566
U0151,2025-06-01T19:50:39.833791,facebook,1,18,320,1,796
U0151,2025-07-19T21:31:27.833791,tiktok,0,19,320,1,696
U0151,2025-06-02T12:17:32.833791,zalo,1,24,320,1,783
U0151,2025-07-23T00:09:18.833791,x,0,30,320,1,1795
U0151,2025-07-28T20:13:43.833791,x,0,31,320,1,1453
U0151,2025-08-07T01:20:23.833791,zalo,0,0,320,1,1280
U0151,2025-07-17T22:03:59.833791,zalo,0,20,320,1,691
U0151,2025-08-29T04:27:54.833791,x,1,17,320,1,1701
U0151,2025-07-13T03:47:03.833791,tiktok,2,12,320,1,1296
U0151,2025-07-08T16:54:22.833791,zalo,0,37,320,1,1606
U0151,2025-06-25T13:21:15.833791,facebook,3,24,320,1,2194
U0151,2025-06-02T02:58:28.833791,facebook,0,0,320,1,1715
U0151,2025-08-08T19:04:00.833791,facebook,1,21,320,1,378
U0151,2025-07-05T16:10:12.833791,zalo,1,13,320,1,1748
U0151,2025-08-21T08:57:27.833791,x,0,34,320,1,573
U0151,2025-07-31T21:59:07.833791,zalo,0,16,320,1,478
U0151,2025-07-12T18:44:06.833791,x,1,50,320,1,2253
U0151,2025-06-09T10:34:28.833791,facebook,1,15,320,1,1511
U0152,2025-08-01T05:57:15.833791,instagram,0,10,398,1,1709
U0152,2025-06-28T05:19:38.833791,tiktok,0,11,398,1,1142
U0152,2025-06-26T08:19:19.833791,instagram,2,26,398,1,2064
U0152,2025-06-26T16:10:40.833791,tiktok,0,15,398,1,1107
U0152,2025-07-19T07:44:29.833791,x,0,10,398,1,354
U0152,2025-07-24T08:05:07.833791,zalo,0,36,398,1,1303
U0152,2025-08-19T02:22:02.833791,x,1,27,398,1,2400
U0152,2025-08-28T08:56:41.833791,x,1,9,398,1,625
U0152,2025-08-20T07:42:20.833791,x,0,28,398,1,1262
U0152,2025-08-12T07:38:36.833791,tiktok,2,16,398,1,1625
U0152,2025-06-03T04:52:57.833791,facebook,2,45,398,1,465
U0152,2025-07-16T15:28:39.833791,x,0,5,398,1,1565
U0152,2025-06-09T13:50:41.833791,x,1,39,398,1,1391
U0152,2025-07-03T03:14:34.833791,facebook,0,17,398,1,690
U0152,2025-07-07T01:15:25.833791,instagram,2,30,398,1,559
U0152,2025-06-30T21:38:07.833791,x,2,1,398,1,923
U0152,2025-08-22T09:03:02.833791,facebook,1,34,398,1,750
U0152,2025-07-31T06:38:25.833791,x,2,31,398,1,699
U0152,2025-08-10T02:10:43.833791,facebook,0,18,398,1,1293
U0152,2025-06-08T20:28:52.833791,instagram,0,10,398,1,1540
U0152,2025-07-29T07:38:31.833791,x,2,28,398,1,1163
U0152,2025-07-28T01:15:37.833791,x,2,25,398,1,356
U0153,2025-08-23T08:06:49.833791,facebook,3,38,502,1,1479
U0153,2025-07-13T01:19:46.833791,facebook,2,42,502,1,2107
U0153,2025-06-10T00:14:13.833791,facebook,0,33,502,1,1459
U0153,2025-07-18T12:41:37.833791,facebook,0,17,502,1,1610
U0153,2025-06-08T15:13:14.833791,instagram,2,12,502,1,1480
U0153,2025-06-13T03:51:51.833791,tiktok,0,20,502,1,968
U0153,2025-08-15T19:01:28.833791,x,1,30,502,1,1928
U0153,2025-07-30T09:21:11.833791,x,1,13,502,1,1378
U0153,2025-06-19T23:27:48.833791,x,0,13,502,1,1138
U0153,2025-08-17T09:31:22.833791,zalo,0,14,502,1,247
U0153,2025-07-23T05:33:45.833791,x,1,39,502,1,2419
U0153,2025-07-31T01:53:43.833791,instagram,0,26,502,1,1526
U0153,2025-06-20T03:08:58.833791,facebook,1,0,502,1,1017
U0153,2025-06-10T14:23:05.833791,tiktok,0,35,502,1,1122
U0153,2025-06-09T20:04:45.833791,zalo,0,35,502,1,512
U0153,2025-06-12T15:17:19.833791,zalo,0,12,502,1,2264
U0153,2025-06-16T23:56:47.833791,facebook,0,32,502,1,2432
U0153,2025-08-07T07:18:51.833791,x,1,21,502,1,126
U0153,2025-08-10T12:07:15.833791,x,1,18,502,1,1032
U0153,2025-07-22T12:27:54.833791,instagram,0,35,502,1,2437
U0154,2025-06-15T07:28:02.833791,facebook,0,28,231,1,478
U0154,2025-07-02T23:12:58.833791,tiktok,2,38,231,1,650
U0154,2025-06-08T00:55:18.833791,tiktok,2,24,231,1,696
U0154,2025-06-08T00:49:12.833791,zalo,1,27,231,1,478
U0154,2025-07-19T23:24:02.833791,facebook,1,25,231,1,891
U0154,2025-06-20T02:04:24.833791,instagram,0,15,231,1,1463
U0154,2025-06-20T21:10:03.833791,zalo,1,34,231,1,675
U0154,2025-08-25T02:49:30.833791,zalo,0,18,231,1,1059
U0154,2025-07-04T22:33:56.833791,tiktok,0,42,231,1,2446
U0154,2025-07-14T23:51:14.833791,tiktok,0,15,231,1,1094
U0154,2025-07-12T18:03:05.833791,zalo,1,41,231,1,584
U0154,2025-07-14T12:10:59.833791,facebook,1,45,231,1,232
U0154,2025-07-02T01:08:45.833791,facebook,1,5,231,1,1401
U0154,2025-06-29T22:00:40.833791,x,0,19,231,1,350
U0154,2025-07-15T14:50:21.833791,facebook,2,42,231,1,1667
U0154,2025-07-02T17:51:32.833791,x,1,38,231,1,571
U0154,2025-06-15T13:25:13.833791,instagram,0,1,231,1,484
U0154,2025-07-15T08:22:08.833791,instagram,0,14,231,1,2051
U0154,2025-07-29T18:16:34.833791,facebook,2,20,231,1,1074
U0154,2025-07-22T21:25:46.833791,zalo,0,41,231,1,1915
U0154,2025-07-06T07:28:04.833791,facebook,1,26,231,1,2183
U0155,2025-07-05T23:07:06.833791,instagram,0,34,322,2,527
U0155,2025-08-02T19:25:58.833791,zalo,1,36,322,2,890
U0155,2025-07-23T12:54:38.833791,facebook,0,41,322,2,146
U0155,2025-07-23T07:59:36.833791,tiktok,0,17,322,2,577
U0155,2025-08-18T06:06:02.833791,x,0,22,322,2,560
U0155,2025-08-25T18:59:14.833791,zalo,2,15,322,2,343
U0155,2025-08-18T15:07:05.833791,instagram,2,2,322,2,2003
U0155,2025-07-04T20:29:39.833791,instagram,0,29,322,2,1997
U0155,2025-08-08T09:32:57.833791,instagram,1,14,322,2,2009
U0155,2025-07-02T12:09:41.833791,zalo,2,34,322,2,1133
U0155,2025-08-10T22:19:04.833791,zalo,0,19,322,2,255
U0155,2025-07-30T05:40:01.833791,instagram,1,21,322,2,1496
U0155,2025-08-19T11:53:19.833791,zalo,0,12,322,2,1308
U0155,2025-06-04T15:58:00.833791,x,0,25,322,2,304
U0155,2025-08-06T18:22:55.833791,instagram,0,37,322,2,918
U0155,2025-07-31T04:04:54.833791,zalo,0,38,322,2,1515
U0155,2025-08-26T10:58:20.833791,facebook,1,17,322,2,2276
U0155,2025-07-08T16:36:16.833791,tiktok,0,29,322,2,1375
U0155,2025-08-22T11:13:35.833791,instagram,0,21,322,2,2453
U0155,2025-07-07T07:56:10.833791,instagram,0,16,322,2,1492
U0156,2025-08-22T16:37:09.833791,instagram,1,30,144,1,1567
U0156,2025-08-14T23:45:44.833791,zalo,1,31,144,1,2228
U0156,2025-06-27T04:08:40.833791,instagram,1,29,144,1,1692
U0156,2025-07-13T15:40:11.833791,x,1,23,144,1,1101
U0156,2025-08-16T15:34:12.833791,x,0,12,144,1,2270
U0156,2025-06-01T03:30:00.833791,instagram,1,23,144,1,2420
U0156,2025-06-12T08:56:03.833791,facebook,2,27,144,1,203
U0156,2025-08-16T11:56:15.833791,x,1,21,144,1,1764
U0156,2025-08-16T00:57:48.833791,x,0,22,144,1,1592
U0156,2025-06-09T01:10:18.833791,x,1,29,144,1,2067
U0156,2025-08-17T10:40:14.833791,x,2,22,144,1,2328
U0156,2025-07-10T18:50:28.833791,facebook,2,2,144,1,1975
U0156,2025-06-11T10:59:13.833791,tiktok,2,15,144,1,1413
U0156,2025-08-01T09:44:15.833791,zalo,0,12,144,1,823
U0157,2025-08-11T19:24:09.833791,instagram,0,14,367,0,1146
U0157,2025-07-06T21:51:13.833791,facebook,1,33,367,0,1146
U0157,2025-07-22T22:14:12.833791,zalo,2,21,367,0,2406
U0157,2025-06-17T02:31:05.833791,facebook,1,12,367,0,1853
U0157,2025-06-22T19:03:56.833791,x,3,20,367,0,655
U0157,2025-08-23T20:28:21.833791,tiktok,0,18,367,0,2056
U0157,2025-06-14T21:36:34.833791,instagram,1,0,367,0,1909
U0157,2025-08-20T06:21:02.833791,x,0,26,367,0,374
U0157,2025-06-15T13:19:14.833791,instagram,1,6,367,0,1613
U0157,2025-07-29T00:14:06.833791,facebook,1,36,367,0,1574
U0157,2025-06-19T04:59:12.833791,tiktok,0,24,367,0,1389
U0158,2025-07-19T03:11:51.833791,zalo,1,26,285,1,2059
U0158,2025-08-17T13:09:28.833791,facebook,0,27,285,1,1120
U0158,2025-08-22T14:16:13.833791,facebook,2,18,285,1,1036
U0158,2025-08-14T06:46:30.833791,x,0,0,285,1,2181
U0158,2025-08-19T08:32:25.833791,tiktok,2,19,285,1,1372
U0158,2025-08-04T23:47:16.833791,instagram,0,47,285,1,2084
U0158,2025-07-16T18:53:57.833791,x,1,51,285,1,2260
U0158,2025-07-26T09:57:00.833791,instagram,0,36,285,1,2011
U0158,2025-07-18T21:10:20.833791,facebook,0,43,285,1,1022
U0158,2025-07-11T20:53:17.833791,zalo,0,23,285,1,2136
U0158,2025-08-16T03:00:50.833791,zalo,0,26,285,1,264
U0158,2025-07-08T16:19:07.833791,facebook,1,7,285,1,2141
U0158,2025-07-27T02:57:15.833791,facebook,0,25,285,1,1872
U0158,2025-07-05T02:45:25.833791,instagram,0,29,285,1,135
U0158,2025-08-28T07:14:54.833791,tiktok,2,33,285,1,1894
U0158,2025-07-31T06:28:34.833791,x,1,17,285,1,1677
U0158,2025-07-18T17:04:12.833791,instagram,0,24,285,1,1934
U0158,2025-06-19T02:24:59.833791,facebook,2,18,285,1,447
U0158,2025-08-16T04:59:07.833791,x,1,29,285,1,2293
U0158,2025-08-29T06:54:05.833791,zalo,1,29,285,1,282
U0158,2025-07-29T18:04:38.833791,facebook,1,37,285,1,2403
U0158,2025-08-10T19:55:04.833791,zalo,0,26,285,1,1487
U0158,2025-06-25T22:50:25.833791,instagram,1,36,285,1,367
U0158,2025-06-18T10:23:06.833791,tiktok,2,27,285,1,340
U0159,2025-08-27T11:47:05.833791,tiktok,0,20,299,2,512
U0159,2025-08-16T08:11:14.833791,instagram,0,36,299,2,2351
U0159,2025-08-08T02:54:56.833791,zalo,0,30,299,2,1864
U0159,2025-06-21T22:48:20.833791,x,1,15,299,2,429
U0159,2025-07-11T07:48:01.833791,facebook,0,18,299,2,2055
U0159,2025-06-09T12:01:06.833791,zalo,3,40,299,2,2454
U0159,2025-07-12T20:36:16.833791,x,0,32,299,2,1187
U0159,2025-06-24T06:09:55.833791,tiktok,1,7,299,2,1403
U0159,2025-08-25T02:33:51.833791,facebook,0,9,299,2,1442
U0159,2025-08-22T13:51:56.833791,x,0,12,299,2,1154
U0159,2025-06-18T21:55:40.833791,tiktok,0,45,299,2,464
U0159,2025-07-11T07:18:00.833791,tiktok,0,28,299,2,2169
U0159,2025-06-22T02:54:34.833791,tiktok,2,11,299,2,2139
U0159,2025-06-01T20:35:12.833791,facebook,2,54,299,2,1291
U0159,2025-07-14T15:59:42.833791,tiktok,0,3,299,2,747
U0159,2025-07-30T11:03:30.833791,zalo,1,9,299,2,712
U0159,2025-07-07T17:08:07.833791,tiktok,2,9,299,2,1858
U0159,2025-06-29T12:22:03.833791,x,1,10,299,2,2032
U0159,2025-08-02T06:57:22.833791,facebook,1,17,299,2,243
U0159,2025-08-02T13:59:41.833791,facebook,1,14,299,2,1279
U0160,2025-06-24T17:19:22.833791,tiktok,0,29,481,2,2181
U0160,2025-07-31T01:25:31.833791,instagram,0,24,481,2,2419
U0160,2025-08-18T18:44:34.833791,x,0,9,481,2,342
U0160,2025-07-26T16:53:32.833791,tiktok,1,25,481,2,1229
U0160,2025-06-20T04:08:09.833791,x,0,19,481,2,2431
U0160,2025-08-17T04:28:57.833791,tiktok,0,19,481,2,2214
U0160,2025-06-29T20:08:09.833791,tiktok,0,22,481,2,1201
U0160,2025-06-04T17:44:32.833791,facebook,1,17,481,2,153
U0160,2025-08-22T11:44:35.833791,tiktok,1,8,481,2,644
U0160,2025-05-31T20:18:52.833791,zalo,1,4,481,2,1943
U0160,2025-07-11T15:26:43.833791,tiktok,2,33,481,2,291
U0160,2025-06-01T03:53:58.833791,tiktok,0,44,481,2,1599
U0160,2025-07-02T19:25:31.833791,tiktok,0,19,481,2,584
U0160,2025-08-07T05:11:26.833791,facebook,0,21,481,2,2257
U0160,2025-08-15T21:15:34.833791,x,0,31,481,2,1677
U0160,2025-08-23T22:37:43.833791,facebook,0,31,481,2,2149
U0160,2025-07-11T21:23:55.833791,instagram,1,16,481,2,531
U0160,2025-07-07T09:56:09.833791,facebook,1,38,481,2,1993
U0160,2025-07-30T04:58:57.833791,zalo,0,8,481,2,2164
U0161,2025-06-12T20:32:53.833791,zalo,3,28,516,3,966
U0161,2025-08-26T04:50:31.833791,x,1,38,516,3,370
U0161,2025-08-05T07:20:32.833791,x,1,36,516,3,1502
U0161,2025-07-23T16:01:17.833791,tiktok,1,22,516,3,1564
U0161,2025-08-13T07:12:16.833791,tiktok,1,10,516,3,546
U0161,2025-08-17T00:24:06.833791,tiktok,1,20,516,3,1758
U0161,2025-08-17T18:05:16.833791,zalo,1,21,516,3,2196
U0161,2025-06-16T16:37:47.833791,tiktok,1,14,516,3,1443
U0161,2025-06-25T11:52:35.833791,instagram,1,22,516,3,717
U0161,2025-07-14T14:08:07.833791,facebook,1,32,516,3,417
U0161,2025-06-19T08:00:33.833791,zalo,1,33,516,3,805
U0161,2025-08-21T13:57:14.833791,instagram,2,17,516,3,316
U0161,2025-08-24T10:20:46.833791,x,0,14,516,3,1128
U0161,2025-08-17T22:27:25.833791,zalo,0,22,516,3,341
U0161,2025-08-10T14:15:47.833791,tiktok,1,23,516,3,729
U0162,2025-06-28T01:40:56.833791,x,0,18,407,1,2114
U0162,2025-06-10T08:04:21.833791,instagram,0,44,407,1,2443
U0162,2025-06-27T06:32:11.833791,zalo,2,17,407,1,1476
U0162,2025-06-17T06:38:14.833791,tiktok,0,19,407,1,911
U0162,2025-06-07T02:09:22.833791,x,2,33,407,1,1468
U0162,2025-08-03T13:06:41.833791,tiktok,1,7,407,1,2401
U0162,2025-06-28T18:34:08.833791,tiktok,0,19,407,1,957
U0162,2025-08-11T20:00:29.833791,instagram,2,37,407,1,557
U0162,2025-06-19T14:19:27.833791,zalo,1,23,407,1,2419
U0162,2025-06-07T05:37:19.833791,x,0,44,407,1,1430
U0162,2025-07-14T21:48:47.833791,tiktok,1,12,407,1,852
U0162,2025-06-05T02:07:51.833791,x,1,46,407,1,1462
U0162,2025-07-08T07:00:16.833791,facebook,0,0,407,1,1962
U0162,2025-06-11T01:55:17.833791,zalo,2,63,407,1,1910
U0162,2025-08-19T21:35:14.833791,x,0,26,407,1,1548
U0162,2025-07-03T04:29:50.833791,facebook,1,49,407,1,1844
U0162,2025-06-11T15:04:21.833791,zalo,1,34,407,1,850
U0162,2025-08-21T21:14:38.833791,instagram,1,19,407,1,1781
U0163,2025-06-24T22:55:10.833791,x,1,27,495,0,542
U0163,2025-08-11T01:37:57.833791,x,3,2,495,0,2004
U0163,2025-07-02T04:43:16.833791,tiktok,2,19,495,0,933
U0163,2025-07-22T12:09:13.833791,x,1,41,495,0,181
U0163,2025-06-22T14:00:47.833791,instagram,2,21,495,0,1968
U0163,2025-07-08T07:55:47.833791,instagram,0,15,495,0,1859
U0163,2025-06-18T03:29:54.833791,facebook,0,17,495,0,1782
U0163,2025-07-15T00:01:10.833791,facebook,1,16,495,0,1785
U0163,2025-08-25T05:47:01.833791,zalo,0,3,495,0,2230
U0163,2025-07-19T02:23:56.833791,facebook,2,28,495,0,1299
U0163,2025-07-28T14:50:47.833791,zalo,1,26,495,0,469
U0163,2025-07-16T07:17:15.833791,instagram,2,11,495,0,1696
U0163,2025-06-01T12:08:05.833791,zalo,1,21,495,0,1089
U0163,2025-06-28T18:32:23.833791,instagram,0,1,495,0,2076
U0163,2025-06-16T15:17:04.833791,instagram,1,14,495,0,2026
U0163,2025-08-15T14:47:32.833791,tiktok,2,8,495,0,1444
U0163,2025-06-11T19:25:21.833791,x,0,35,495,0,1910
U0164,2025-08-20T01:07:57.833791,facebook,2,28,353,2,1947
U0164,2025-06-03T22:46:06.833791,facebook,0,24,353,2,837
U0164,2025-06-24T03:29:42.833791,x,0,12,353,2,854
U0164,2025-06-12T04:47:10.833791,x,3,17,353,2,2487
U0164,2025-06-02T02:43:59.833791,facebook,1,24,353,2,1427
U0164,2025-06-09T17:20:45.833791,zalo,0,20,353,2,853
U0164,2025-08-03T02:39:09.833791,instagram,2,12,353,2,1833
U0164,2025-07-24T04:18:30.833791,instagram,1,7,353,2,388
U0164,2025-08-16T21:07:32.833791,zalo,0,33,353,2,827
U0164,2025-08-08T15:41:11.833791,tiktok,0,20,353,2,1087
U0164,2025-08-21T10:27:09.833791,instagram,1,27,353,2,1946
U0164,2025-07-10T07:17:33.833791,facebook,2,13,353,2,335
U0164,2025-06-11T04:17:51.833791,tiktok,0,38,353,2,2436
U0164,2025-08-22T15:53:56.833791,tiktok,2,40,353,2,274
U0164,2025-07-30T09:50:58.833791,tiktok,2,25,353,2,274
U0164,2025-08-09T17:12:31.833791,x,1,32,353,2,143
U0165,2025-08-07T04:56:37.833791,zalo,2,21,683,2,1421
U0165,2025-07-06T15:01:08.833791,facebook,1,37,683,2,1501
U0165,2025-06-14T01:31:26.833791,facebook,3,7,683,2,775
U0165,2025-08-25T09:24:56.833791,tiktok,2,17,683,2,825
U0165,2025-06-18T05:32:28.833791,x,2,21,683,2,425
U0165,2025-08-03T13:54:12.833791,facebook,2,27,683,2,2118
U0165,2025-07-28T03:53:17.833791,zalo,0,22,683,2,2219
U0165,2025-08-02T07:07:19.833791,x,0,64,683,2,1691
U0165,2025-08-28T03:40:18.833791,x,0,13,683,2,1715
U0165,2025-07-15T00:40:45.833791,zalo,2,0,683,2,224
U0165,2025-07-26T23:25:00.833791,instagram,0,36,683,2,1666
U0165,2025-08-27T05:22:23.833791,x,1,41,683,2,1531
U0165,2025-07-30T06:53:21.833791,zalo,1,15,683,2,1086
U0165,2025-05-31T18:08:16.833791,instagram,0,18,683,2,1728
U0165,2025-08-15T13:26:10.833791,zalo,0,36,683,2,1118
U0165,2025-06-03T14:17:56.833791,x,2,13,683,2,1161
U0165,2025-07-08T11:09:36.833791,instagram,2,29,683,2,1072
U0165,2025-06-03T03:36:21.833791,x,1,15,683,2,2205
U0165,2025-08-16T19:15:56.833791,instagram,0,10,683,2,565
U0165,2025-06-19T00:57:23.833791,zalo,0,29,683,2,270
U0165,2025-07-09T13:48:51.833791,instagram,0,12,683,2,1943
U0166,2025-06-09T22:22:30.833791,x,1,0,480,0,2286
U0166,2025-06-29T21:52:57.833791,x,3,20,480,0,1091
U0166,2025-08-05T10:20:06.833791,tiktok,0,21,480,0,815
U0166,2025-08-03T19:00:15.833791,facebook,0,16,480,0,1465
U0166,2025-06-08T13:40:44.833791,facebook,2,20,480,0,1645
U0166,2025-08-10T00:15:24.833791,tiktok,0,19,480,0,1162
U0166,2025-08-25T13:47:03.833791,facebook,2,29,480,0,252
U0166,2025-06-10T05:44:01.833791,facebook,0,18,480,0,842
U0166,2025-06-14T16:35:50.833791,tiktok,1,10,480,0,477
U0166,2025-06-18T10:40:30.833791,x,0,24,480,0,1760
U0166,2025-08-22T12:45:59.833791,zalo,2,27,480,0,1546
U0166,2025-07-04T19:00:08.833791,x,1,11,480,0,2052
U0166,2025-06-13T11:50:28.833791,instagram,1,24,480,0,1881
U0166,2025-06-02T00:59:42.833791,instagram,2,30,480,0,1792
U0166,2025-06-21T04:51:31.833791,instagram,1,24,480,0,749
U0166,2025-07-02T05:00:47.833791,x,0,7,480,0,1569
U0166,2025-08-28T14:52:41.833791,facebook,0,20,480,0,788
U0166,2025-06-23T10:00:05.833791,x,1,26,480,0,904
U0166,2025-07-23T03:02:21.833791,tiktok,2,26,480,0,908
U0167,2025-06-14T07:17:31.833791,zalo,0,32,497,0,2478
U0167,2025-07-26T22:24:18.833791,facebook,0,14,497,0,127
U0167,2025-06-27T04:59:02.833791,x,0,25,497,0,1072
U0167,2025-08-13T15:00:51.833791,instagram,0,12,497,0,1997
U0167,2025-07-24T02:52:03.833791,instagram,1,49,497,0,736
U0167,2025-07-25T06:28:27.833791,tiktok,0,41,497,0,1497
U0167,2025-08-05T13:55:28.833791,instagram,2,28,497,0,2278
U0167,2025-06-05T13:09:00.833791,x,0,28,497,0,1577
U0167,2025-06-21T11:05:27.833791,instagram,1,13,497,0,1973
U0167,2025-08-21T21:30:14.833791,instagram,1,40,497,0,1052
U0167,2025-06-25T08:08:21.833791,zalo,0,43,497,0,830
U0167,2025-06-08T15:18:08.833791,zalo,0,43,497,0,1891
U0167,2025-08-18T05:55:00.833791,tiktok,0,24,497,0,572
U0167,2025-06-28T17:48:37.833791,tiktok,0,25,497,0,1791
U0167,2025-08-14T20:21:29.833791,tiktok,2,24,497,0,933
U0167,2025-08-10T15:32:02.833791,instagram,0,37,497,0,803
U0167,2025-07-23T12:53:21.833791,x,2,24,497,0,2079
U0167,2025-08-09T23:13:38.833791,facebook,1,26,497,0,1986
U0167,2025-08-25T05:31:20.833791,zalo,2,34,497,0,1113
U0167,2025-07-16T08:45:20.833791,facebook,0,10,497,0,2276
U0168,2025-07-16T02:47:47.833791,instagram,1,29,377,1,1506
U0168,2025-07-10T21:20:21.833791,instagram,3,42,377,1,1597
U0168,2025-07-02T03:53:34.833791,zalo,1,35,377,1,1057
U0168,2025-06-17T18:04:56.833791,tiktok,0,26,377,1,1197
U0168,2025-06-05T05:04:46.833791,tiktok,2,0,377,1,2391
U0168,2025-06-12T14:52:05.833791,zalo,1,40,377,1,1913
U0168,2025-06-22T05:44:01.833791,x,2,9,377,1,2298
U0168,2025-07-16T14:55:43.833791,facebook,2,15,377,1,269
U0168,2025-06-05T13:14:52.833791,tiktok,0,29,377,1,1513
U0168,2025-07-22T05:00:39.833791,zalo,1,24,377,1,2475
U0168,2025-07-31T21:30:24.833791,zalo,1,10,377,1,849
U0168,2025-06-30T06:38:33.833791,zalo,1,15,377,1,353
U0168,2025-06-19T16:35:07.833791,tiktok,1,52,377,1,1782
U0168,2025-07-15T14:57:46.833791,zalo,1,9,377,1,1660
U0168,2025-07-25T06:55:22.833791,x,0,28,377,1,676
U0168,2025-08-02T10:46:15.833791,tiktok,4,6,377,1,1668
U0168,2025-08-01T04:45:14.833791,facebook,1,13,377,1,1799
U0168,2025-08-04T14:32:50.833791,zalo,1,31,377,1,468
U0168,2025-06-09T22:24:16.833791,tiktok,1,51,377,1,2044
U0168,2025-07-08T06:45:16.833791,x,1,15,377,1,1946
U0168,2025-07-24T00:25:40.833791,facebook,2,25,377,1,327
U0168,2025-07-29T13:50:20.833791,x,1,29,377,1,2369
U0169,2025-07-06T17:51:56.833791,x,0,29,351,1,2352
U0169,2025-07-11T07:00:44.833791,facebook,0,29,351,1,354
U0169,2025-06-02T12:38:43.833791,zalo,1,33,351,1,1269
U0169,2025-08-12T12:47:49.833791,zalo,0,37,351,1,596
U0169,2025-08-04T15:44:26.833791,facebook,0,38,351,1,263
U0169,2025-08-08T14:09:15.833791,facebook,0,31,351,1,1634
U0169,2025-08-18T23:27:42.833791,zalo,0,16,351,1,1238
U0169,2025-07-12T23:58:53.833791,x,0,34,351,1,1976
U0169,2025-07-29T21:48:59.833791,x,1,21,351,1,1085
U0169,2025-06-23T20:19:37.833791,tiktok,1,33,351,1,1877
U0169,2025-07-06T13:42:06.833791,x,0,31,351,1,1989
U0169,2025-08-20T07:38:52.833791,instagram,1,45,351,1,2223
U0169,2025-06-24T09:39:20.833791,zalo,1,39,351,1,215
U0169,2025-06-23T15:05:06.833791,zalo,1,32,351,1,2061
U0169,2025-08-14T20:28:20.833791,x,1,21,351,1,2120
U0169,2025-06-12T06:54:58.833791,zalo,0,18,351,1,262
U0169,2025-07-26T03:52:12.833791,tiktok,0,23,351,1,1732
U0169,2025-06-07T07:42:36.833791,instagram,1,16,351,1,1047
U0170,2025-07-17T13:36:42.833791,tiktok,0,42,472,2,231
U0170,2025-07-26T13:01:25.833791,instagram,0,19,472,2,1490
U0170,2025-08-19T12:16:34.833791,zalo,1,43,472,2,2458
U0170,2025-06-18T16:21:46.833791,facebook,3,11,472,2,2358
U0170,2025-08-27T08:18:41.833791,facebook,0,14,472,2,983
U0170,2025-06-24T00:07:47.833791,tiktok,0,8,472,2,282
